family,organism,fasta_path,uniprot_accession,reference_gene_symbol,gene_id,gene_symbol,gene_name,transcript_id,transcript_name,seqid,strand,transcript_start,transcript_end,transcript_span,exon_count,mean_exon_length,total_exon_bases,intron_count,mean_intron_length
connexin,Macaca fascicularis,project/data/references/connexins/Macaca_fascicularis/GJD4__Q9N0B3.fasta,Q9N0B3,GJD4,gene-GJD4,GJD4,gap junction protein delta 4,rna-XM_065520538.2,XM_065520538.2,NC_088383.1,+,36373830,36377755,3926,3,492.6666666666667,1478,2,1224.0
connexin,Macaca fascicularis,project/data/references/connexins/Macaca_fascicularis/GJD4__Q9N0B3.fasta,Q9N0B3,GJD4,gene-GJD4,GJD4,gap junction protein delta 4,rna-XM_065520537.2,XM_065520537.2,NC_088383.1,+,36373830,36377755,3926,3,491.3333333333333,1474,2,1226.0
connexin,Macaca mulatta,project/data/references/connexins/Macaca_mulatta/GJB2__Q8MIT8.fasta,Q8MIT8,GJB2,gene-PGBD2,PGBD2,piggyBac transposable element derived 2,rna-XM_077990760.1,XM_077990760.1,NC_133406.1,-,53679,73341,19663,4,1125.5,4502,3,5053.666666666667
connexin,Macaca mulatta,project/data/references/connexins/Macaca_mulatta/GJB2__Q8MIT8.fasta,Q8MIT8,GJB2,gene-PGBD2,PGBD2,piggyBac transposable element derived 2,rna-XM_077990764.1,XM_077990764.1,NC_133406.1,-,53679,73317,19639,3,1172.6666666666667,3518,2,8060.5
connexin,Macaca mulatta,project/data/references/connexins/Macaca_mulatta/GJB2__Q8MIT8.fasta,Q8MIT8,GJB2,gene-PGBD2,PGBD2,piggyBac transposable element derived 2,rna-NM_001258110.1,NM_001258110.1,NC_133406.1,-,55368,73304,17937,3,831.0,2493,2,7722.0
connexin,Mesocricetus auratus,project/data/references/connexins/Mesocricetus_auratus/GJC1__Q6PYT3.fasta,Q6PYT3,GJC1,gene-Gjc1,Gjc1,gap junction protein gamma 1,rna-XM_021226955.2,XM_021226955.2,NW_024429191.1,+,79768402,79792121,23720,3,738.3333333333334,2215,2,10752.5
connexin,Mesocricetus auratus,project/data/references/connexins/Mesocricetus_auratus/GJC1__Q6PYT3.fasta,Q6PYT3,GJC1,gene-Gjc1,Gjc1,gap junction protein gamma 1,rna-NM_001281548.1,NM_001281548.1,NW_024429191.1,+,79770482,79791722,21241,3,512.3333333333334,1537,2,9852.0
connexin,Mesocricetus auratus,project/data/references/connexins/Mesocricetus_auratus/GJC1__Q6PYT3.fasta,Q6PYT3,GJC1,gene-Gjc1,Gjc1,gap junction protein gamma 1,rna-XM_040747912.1,XM_040747912.1,NW_024429191.1,+,79770977,79792121,21145,3,632.6666666666666,1898,2,9623.5
connexin,Mesocricetus auratus,project/data/references/connexins/Mesocricetus_auratus/GJC1__Q6PYT3.fasta,Q6PYT3,GJC1,gene-Gjc1,Gjc1,gap junction protein gamma 1,rna-XM_040747911.1,XM_040747911.1,NW_024429191.1,+,79771062,79792121,21060,3,634.3333333333334,1903,2,9578.5
connexin,Mesocricetus auratus,project/data/references/connexins/Mesocricetus_auratus/GJC1__Q6PYT3.fasta,Q6PYT3,GJC1,gene-Gjc1,Gjc1,gap junction protein gamma 1,rna-XM_021226957.2,XM_021226957.2,NW_024429191.1,+,79771572,79792121,20550,3,755.6666666666666,2267,2,9141.5
connexin,Mesocricetus auratus,project/data/references/connexins/Mesocricetus_auratus/GJC1__Q6PYT3.fasta,Q6PYT3,GJC1,gene-Gjc1,Gjc1,gap junction protein gamma 1,rna-XM_021226956.2,XM_021226956.2,NW_024429191.1,+,79786035,79792121,6087,3,671.3333333333334,2014,2,2036.5
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gja10__Q9WUS4.fasta,Q9WUS4,Gja10,gene-Gja10,Gja10,gap junction protein%2C alpha 10,rna-NM_001411853.1,NM_001411853.1,NC_000070.7,-,32594595,32607382,12788,3,1324.6666666666667,3974,2,4407.0
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gja1__P23242.fasta,P23242,Gja1,gene-Gja1,Gja1,gap junction protein%2C alpha 1,rna-XM_036155617.1,XM_036155617.1,NC_000076.7,+,56253297,56266519,13223,2,1516.0,3032,1,10191.0
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gja1__P23242.fasta,P23242,Gja1,gene-Gja1,Gja1,gap junction protein%2C alpha 1,rna-NM_010288.3,NM_010288.3,NC_000076.7,+,56253396,56266515,13120,2,1552.5,3105,1,10015.0
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gja3__Q64448.fasta,Q64448,Gja3,gene-Gja3,Gja3,gap junction protein%2C alpha 3,rna-NM_016975.3,NM_016975.3,NC_000080.7,-,57271917,57295487,23571,2,1348.0,2696,1,20875.0
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gja3__Q64448.fasta,Q64448,Gja3,gene-Gja3,Gja3,gap junction protein%2C alpha 3,rna-NM_001271623.1,NM_001271623.1,NC_000080.7,-,57271917,57295180,23264,2,1334.0,2668,1,20596.0
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gja3__Q64448.fasta,Q64448,Gja3,gene-Gja3,Gja3,gap junction protein%2C alpha 3,rna-XM_011244959.1,XM_011244959.1,NC_000080.7,-,57271988,57295181,23194,3,881.6666666666666,2645,2,10274.5
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gja4__P28235.fasta,P28235,Gja4,gene-Gja4,Gja4,gap junction protein%2C alpha 4,rna-NM_008120.3,NM_008120.3,NC_000070.7,-,127205213,127207832,2620,2,843.0,1686,1,934.0
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gja5__Q01231.fasta,Q01231,Gja5,gene-Gja5,Gja5,gap junction protein%2C alpha 5,rna-NM_001271628.1,NM_001271628.1,NC_000069.7,+,96939718,96960950,21233,3,1060.0,3180,2,9026.5
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gja5__Q01231.fasta,Q01231,Gja5,gene-Gja5,Gja5,gap junction protein%2C alpha 5,rna-NM_008121.3,NM_008121.3,NC_000069.7,+,96939718,96960950,21233,2,1561.5,3123,1,18110.0
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gja6__Q6S5G4.fasta,Q6S5G4,Gja6,gene-Gja6,Gja6,gap junction protein%2C alpha 6,rna-NM_001001496.2,NM_001001496.2,NC_000086.8,-,159685112,159690048,4937,2,1008.5,2017,1,2920.0
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gja8__P28236.fasta,P28236,Gja8,gene-Gja8,Gja8,gap junction protein%2C alpha 8,rna-NM_008123.3,NM_008123.3,NC_000069.7,-,96820882,96833367,12486,2,3485.5,6971,1,5515.0
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjb1__P28230.fasta,P28230,Gjb1,gene-Gjb1,Gjb1,gap junction protein%2C beta 1,rna-NM_001302496.1,NM_001302496.1,NC_000086.8,+,100419982,100429235,9254,2,757.5,1515,1,7739.0
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjb1__P28230.fasta,P28230,Gjb1,gene-Gjb1,Gjb1,gap junction protein%2C beta 1,rna-NM_008124.3,NM_008124.3,NC_000086.8,+,100420841,100429235,8395,2,801.5,1603,1,6792.0
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjb1__P28230.fasta,P28230,Gjb1,gene-Gjb1,Gjb1,gap junction protein%2C beta 1,rna-XM_030251227.2,XM_030251227.2,NC_000086.8,+,100420879,100429235,8357,3,634.3333333333334,1903,2,3227.0
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjb1__P28230.fasta,P28230,Gjb1,gene-Gjb1,Gjb1,gap junction protein%2C beta 1,rna-NM_001302498.1,NM_001302498.1,NC_000086.8,+,100425724,100429235,3512,2,768.0,1536,1,1976.0
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjb1__P28230.fasta,P28230,Gjb1,gene-Gjb1,Gjb1,gap junction protein%2C beta 1,rna-NM_001302497.1,NM_001302497.1,NC_000086.8,+,100427338,100429235,1898,2,794.5,1589,1,309.0
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjb2__Q00977.fasta,Q00977,Gjb2,gene-Oprk1,Oprk1,opioid receptor%2C kappa 1,rna-XM_006495470.1,XM_006495470.1,NC_000067.7,+,5658673,5676357,17685,3,1483.3333333333333,4450,2,6617.5
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjb2__Q00977.fasta,Q00977,Gjb2,gene-Oprk1,Oprk1,opioid receptor%2C kappa 1,rna-NM_001204371.1,NM_001204371.1,NC_000067.7,+,5658716,5676356,17641,4,1176.75,4707,3,4311.333333333333
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjb2__Q00977.fasta,Q00977,Gjb2,gene-Oprk1,Oprk1,opioid receptor%2C kappa 1,rna-NM_001318735.1,NM_001318735.1,NC_000067.7,+,5658716,5676356,17641,4,1176.75,4707,3,4311.333333333333
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjb2__Q00977.fasta,Q00977,Gjb2,gene-Oprk1,Oprk1,opioid receptor%2C kappa 1,rna-NM_011011.2,NM_011011.2,NC_000067.7,+,5658716,5676356,17641,4,1169.25,4677,3,4321.333333333333
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjb3__P28231.fasta,P28231,Gjb3,gene-Gjb3,Gjb3,gap junction protein%2C beta 3,rna-NM_001160012.2,NM_001160012.2,NC_000070.7,-,127219028,127224633,5606,2,938.0,1876,1,3730.0
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjb3__P28231.fasta,P28231,Gjb3,gene-Gjb3,Gjb3,gap junction protein%2C beta 3,rna-NM_008126.3,NM_008126.3,NC_000070.7,-,127219028,127222929,3902,2,799.0,1598,1,2304.0
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjb4__Q02738.fasta,Q02738,Gjb4,gene-Gjb4,Gjb4,gap junction protein%2C beta 4,rna-NM_001420868.1,NM_001420868.1,NC_000070.7,-,127234892,127247874,12983,3,817.6666666666666,2453,2,5265.0
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjb4__Q02738.fasta,Q02738,Gjb4,gene-Gjb4,Gjb4,gap junction protein%2C beta 4,rna-XM_017319976.3,XM_017319976.3,NC_000070.7,-,127234902,127247929,13028,3,831.6666666666666,2495,2,5266.5
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjb4__Q02738.fasta,Q02738,Gjb4,gene-Gjb4,Gjb4,gap junction protein%2C beta 4,rna-NM_001420869.1,NM_001420869.1,NC_000070.7,-,127243575,127247874,4300,2,1373.0,2746,1,1554.0
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjb4__Q02738.fasta,Q02738,Gjb4,gene-Gjb4,Gjb4,gap junction protein%2C beta 4,rna-NM_008127.5,NM_008127.5,NC_000070.7,-,127243575,127247874,4300,2,1374.5,2749,1,1551.0
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjb5__Q02739.fasta,Q02739,Gjb5,gene-Cops5,Cops5,COP9 signalosome subunit 5,rna-NR_102282.1,NR_102282.1,NC_000067.7,-,10094825,10108384,13560,8,217.375,1739,7,1688.7142857142858
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjb5__Q02739.fasta,Q02739,Gjb5,gene-Cops5,Cops5,COP9 signalosome subunit 5,rna-NM_001277101.1,NM_001277101.1,NC_000067.7,-,10094825,10108384,13560,8,185.25,1482,7,1725.4285714285713
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjb5__Q02739.fasta,Q02739,Gjb5,gene-Cops5,Cops5,COP9 signalosome subunit 5,rna-NM_013715.2,NM_013715.2,NC_000067.7,-,10094825,10108384,13560,8,216.375,1731,7,1689.857142857143
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjb6__P70689.fasta,P70689,Gjb6,gene-Gjb6,Gjb6,gap junction protein%2C beta 6,rna-NM_001010937.3,NM_001010937.3,NC_000080.7,-,57360760,57370764,10005,3,600.3333333333334,1801,2,4102.0
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjb6__P70689.fasta,P70689,Gjb6,gene-Gjb6,Gjb6,gap junction protein%2C beta 6,rna-NM_001271663.2,NM_001271663.2,NC_000080.7,-,57360760,57370764,10005,3,630.6666666666666,1892,2,4056.5
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjb6__P70689.fasta,P70689,Gjb6,gene-Gjb6,Gjb6,gap junction protein%2C beta 6,rna-NM_001424448.1,NM_001424448.1,NC_000080.7,-,57360760,57370000,9241,3,608.3333333333334,1825,2,3708.0
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjb6__P70689.fasta,P70689,Gjb6,gene-Gjb6,Gjb6,gap junction protein%2C beta 6,rna-NM_001424449.1,NM_001424449.1,NC_000080.7,-,57360760,57369516,8757,3,584.0,1752,2,3502.5
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjb6__P70689.fasta,P70689,Gjb6,gene-Gjb6,Gjb6,gap junction protein%2C beta 6,rna-NM_001424450.1,NM_001424450.1,NC_000080.7,-,57360760,57369516,8757,3,614.3333333333334,1843,2,3457.0
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjc1__P28229.fasta,P28229,Gjc1,gene-Gjd3,Gjd3,gap junction protein%2C delta 3,rna-NM_178596.3,NM_178596.3,NC_000077.7,-,98870773,98873846,3074,1,3074.0,3074,0,0.0
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjc2__Q8BQU6.fasta,Q8BQU6,Gjc2,gene-Oprk1,Oprk1,opioid receptor%2C kappa 1,rna-XM_006495470.1,XM_006495470.1,NC_000067.7,+,5658673,5676357,17685,3,1483.3333333333333,4450,2,6617.5
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjc2__Q8BQU6.fasta,Q8BQU6,Gjc2,gene-Oprk1,Oprk1,opioid receptor%2C kappa 1,rna-NM_001204371.1,NM_001204371.1,NC_000067.7,+,5658716,5676356,17641,4,1176.75,4707,3,4311.333333333333
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjc2__Q8BQU6.fasta,Q8BQU6,Gjc2,gene-Oprk1,Oprk1,opioid receptor%2C kappa 1,rna-NM_001318735.1,NM_001318735.1,NC_000067.7,+,5658716,5676356,17641,4,1176.75,4707,3,4311.333333333333
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjc2__Q8BQU6.fasta,Q8BQU6,Gjc2,gene-Oprk1,Oprk1,opioid receptor%2C kappa 1,rna-NM_011011.2,NM_011011.2,NC_000067.7,+,5658716,5676356,17641,4,1169.25,4677,3,4321.333333333333
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjc3__Q921C1.fasta,Q921C1,Gjc3,gene-Gjc3,Gjc3,gap junction protein%2C gamma 3,rna-NR_151611.1,NR_151611.1,NC_000071.7,-,137949254,137961360,12107,4,607.5,2430,3,3225.6666666666665
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjc3__Q921C1.fasta,Q921C1,Gjc3,gene-Gjc3,Gjc3,gap junction protein%2C gamma 3,rna-NM_080450.5,NM_080450.5,NC_000071.7,-,137952135,137961360,9226,3,1196.6666666666667,3590,2,2818.0
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjd2__O54851.fasta,O54851,Gjd2,gene-Oprk1,Oprk1,opioid receptor%2C kappa 1,rna-XM_006495470.1,XM_006495470.1,NC_000067.7,+,5658673,5676357,17685,3,1483.3333333333333,4450,2,6617.5
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjd2__O54851.fasta,O54851,Gjd2,gene-Oprk1,Oprk1,opioid receptor%2C kappa 1,rna-NM_001204371.1,NM_001204371.1,NC_000067.7,+,5658716,5676356,17641,4,1176.75,4707,3,4311.333333333333
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjd2__O54851.fasta,O54851,Gjd2,gene-Oprk1,Oprk1,opioid receptor%2C kappa 1,rna-NM_001318735.1,NM_001318735.1,NC_000067.7,+,5658716,5676356,17641,4,1176.75,4707,3,4311.333333333333
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjd2__O54851.fasta,O54851,Gjd2,gene-Oprk1,Oprk1,opioid receptor%2C kappa 1,rna-NM_011011.2,NM_011011.2,NC_000067.7,+,5658716,5676356,17641,4,1169.25,4677,3,4321.333333333333
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjd3__Q91YD1.fasta,Q91YD1,Gjd3,gene-Rp1,Rp1,retinitis pigmentosa 1 (human),rna-XM_030252325.2,XM_030252325.2,NC_000067.7,-,4185896,4479489,293594,25,148.4,3710,24,12078.5
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjd3__Q91YD1.fasta,Q91YD1,Gjd3,gene-Rp1,Rp1,retinitis pigmentosa 1 (human),rna-NM_001370921.1,NM_001370921.1,NC_000067.7,-,4190089,4430526,240438,23,154.1304347826087,3545,22,10767.863636363636
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjd3__Q91YD1.fasta,Q91YD1,Gjd3,gene-Rp1,Rp1,retinitis pigmentosa 1 (human),rna-NM_001195662.2,NM_001195662.2,NC_000067.7,-,4361069,4479508,118440,4,772.75,3091,3,38449.666666666664
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjd3__Q91YD1.fasta,Q91YD1,Gjd3,gene-Rp1,Rp1,retinitis pigmentosa 1 (human),rna-NM_011283.3,NM_011283.3,NC_000067.7,-,4414373,4430526,16154,4,1713.5,6854,3,3100.0
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjd4__Q8BSD4.fasta,Q8BSD4,Gjd4,gene-Gjd4,Gjd4,gap junction protein%2C delta 4,rna-XM_006525809.3,XM_006525809.3,NC_000084.7,-,9278124,9289808,11685,2,1485.5,2971,1,8714.0
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gjd4__Q8BSD4.fasta,Q8BSD4,Gjd4,gene-Gjd4,Gjd4,gap junction protein%2C delta 4,rna-NM_153086.6,NM_153086.6,NC_000084.7,-,9278606,9282760,4155,2,1306.5,2613,1,1542.0
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gje1__Q9CX92.fasta,Q9CX92,Gje1,gene-Gjc3,Gjc3,gap junction protein%2C gamma 3,rna-NR_151611.1,NR_151611.1,NC_000071.7,-,137949254,137961360,12107,4,607.5,2430,3,3225.6666666666665
connexin,Mus musculus,project/data/references/connexins/Mus_musculus/Gje1__Q9CX92.fasta,Q9CX92,Gje1,gene-Gjc3,Gjc3,gap junction protein%2C gamma 3,rna-NM_080450.5,NM_080450.5,NC_000071.7,-,137952135,137961360,9226,3,1196.6666666666667,3590,2,2818.0
connexin,Oryctolagus cuniculus,project/data/references/connexins/Oryctolagus_cuniculus/GJA1__Q6TYA7.fasta,Q6TYA7,GJA1,gene-GJA1,GJA1,gap junction protein alpha 1,rna-XM_008263297.4,XM_008263297.4,NC_091436.1,-,48742335,48754317,11983,2,1582.0,3164,1,8819.0
connexin,Oryctolagus cuniculus,project/data/references/connexins/Oryctolagus_cuniculus/GJA1__Q6TYA7.fasta,Q6TYA7,GJA1,gene-GJA1,GJA1,gap junction protein alpha 1,rna-NM_001198948.1,NM_001198948.1,NC_091436.1,-,48743607,48745236,1630,1,1630.0,1630,0,0.0
connexin,Ovis aries,project/data/references/connexins/Ovis_aries/GJA3__Q9TU17.fasta,Q9TU17,GJA3,gene-GJA3,GJA3,gap junction protein alpha 3,rna-XM_027973897.3,XM_027973897.3,NC_056063.1,+,36348743,36349981,1239,1,1239.0,1239,0,0.0
connexin,Ovis aries,project/data/references/connexins/Ovis_aries/GJA8__P55917.fasta,P55917,GJA8,gene-GJA8,GJA8,gap junction protein alpha 8,rna-NM_001130038.1,NM_001130038.1,NC_056054.1,+,98952749,98954071,1323,1,1323.0,1323,0,0.0
connexin,Ovis aries,project/data/references/connexins/Ovis_aries/GJB2__P46691.fasta,P46691,GJB2,gene-GAL3ST2,GAL3ST2,galactose-3-O-sulfotransferase 2,rna-XM_042239236.2,XM_042239236.2,NC_056054.1,-,182719,205096,22378,5,910.4,4552,4,4456.5
connexin,Pongo pygmaeus,project/data/references/connexins/Pongo_pygmaeus/GJB2__Q8MIT9.fasta,Q8MIT9,GJB2,gene-PGBD2,PGBD2,piggyBac transposable element derived 2,rna-XM_054448820.2,XM_054448820.2,NC_072373.2,-,47219,63875,16657,3,871.6666666666666,2615,2,7021.0
connexin,Pongo pygmaeus,project/data/references/connexins/Pongo_pygmaeus/GJB2__Q8MIT9.fasta,Q8MIT9,GJB2,gene-PGBD2,PGBD2,piggyBac transposable element derived 2,rna-XM_054448804.2,XM_054448804.2,NC_072373.2,-,47219,63262,16044,3,893.0,2679,2,6682.5
connexin,Pongo pygmaeus,project/data/references/connexins/Pongo_pygmaeus/GJB2__Q8MIT9.fasta,Q8MIT9,GJB2,gene-PGBD2,PGBD2,piggyBac transposable element derived 2,rna-XM_063670491.1,XM_063670491.1,NC_072373.2,-,47219,52788,5570,2,2359.0,4718,1,852.0
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gja1__P08050.fasta,P08050,Gja1,gene-Gja1,Gja1,gap junction protein%2C alpha 1,rna-XM_039098413.2,XM_039098413.2,NC_086038.1,+,36302490,36315010,12521,2,1515.5,3031,1,9490.0
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gja1__P08050.fasta,P08050,Gja1,gene-Gja1,Gja1,gap junction protein%2C alpha 1,rna-NM_012567.2,NM_012567.2,NC_086038.1,+,36302564,36315010,12447,2,1567.5,3135,1,9312.0
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gja1__P08050.fasta,P08050,Gja1,gene-Gja1,Gja1,gap junction protein%2C alpha 1,rna-XM_063278953.1,XM_063278953.1,NC_086038.1,+,36303757,36315010,11254,2,1885.0,3770,1,7484.0
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gja1__P08050.fasta,P08050,Gja1,gene-Gja1,Gja1,gap junction protein%2C alpha 1,rna-XM_063278954.1,XM_063278954.1,NC_086038.1,+,36303757,36315010,11254,2,1849.5,3699,1,7555.0
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gja3__P29414.fasta,P29414,Gja3,gene-Gja3,Gja3,gap junction protein%2C alpha 3,rna-NM_024376.3,NM_024376.3,NC_086033.1,-,35296946,35322405,25460,2,795.0,1590,1,23870.0
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gja4__Q03190.fasta,Q03190,Gja4,gene-Gja4,Gja4,gap junction protein%2C alpha 4,rna-NM_021654.2,NM_021654.2,NC_086023.1,-,144917791,144920324,2534,2,795.0,1590,1,944.0
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gja5__P28234.fasta,P28234,Gja5,gene-Gja5,Gja5,gap junction protein%2C alpha 5,rna-NM_019280.1,NM_019280.1,NC_086020.1,+,187291227,187310770,19544,2,1541.5,3083,1,16461.0
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gja5__P28234.fasta,P28234,Gja5,gene-Gja5,Gja5,gap junction protein%2C alpha 5,rna-XM_063282415.1,XM_063282415.1,NC_086020.1,+,187295920,187310770,14851,2,1783.0,3566,1,11285.0
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gja6__P28233.fasta,P28233,Gja6,gene-Gja6,Gja6,gap junction protein%2C alpha 6,rna-NM_019308.2,NM_019308.2,NC_086039.1,+,37649393,37654289,4897,2,1026.5,2053,1,2844.0
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gja8__Q8K4Q9.fasta,Q8K4Q9,Gja8,gene-Gja8,Gja8,gap junction protein%2C alpha 8,rna-NM_153465.2,NM_153465.2,NC_086020.1,-,187179668,187181284,1617,1,1617.0,1617,0,0.0
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjb1__P08033.fasta,P08033,Gjb1,gene-Gjb1,Gjb1,gap junction protein%2C beta 1,rna-NM_017251.2,NM_017251.2,NC_086039.1,+,70541845,70549776,7932,2,770.5,1541,1,6391.0
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjb1__P08033.fasta,P08033,Gjb1,gene-Gjb1,Gjb1,gap junction protein%2C beta 1,rna-XM_017601945.3,XM_017601945.3,NC_086039.1,+,70541865,70549776,7912,3,545.6666666666666,1637,2,3137.5
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjb1__P08033.fasta,P08033,Gjb1,gene-Gjb1,Gjb1,gap junction protein%2C beta 1,rna-XM_008773255.4,XM_008773255.4,NC_086039.1,+,70542370,70549776,7407,2,1854.5,3709,1,3698.0
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjb2__P21994.fasta,P21994,Gjb2,gene-Vom2r1,Vom2r1,vomeronasal 2 receptor%2C 1,rna-XM_039090201.2,XM_039090201.2,NC_086019.1,+,164376,175214,10839,6,437.8333333333333,2627,5,1642.4
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjb2__P21994.fasta,P21994,Gjb2,gene-Vom2r1,Vom2r1,vomeronasal 2 receptor%2C 1,rna-XM_063273158.1,XM_063273158.1,NC_086019.1,+,164381,175234,10854,6,439.8333333333333,2639,5,1643.0
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjb2__P21994.fasta,P21994,Gjb2,gene-Vom2r1,Vom2r1,vomeronasal 2 receptor%2C 1,rna-NM_001099461.2,NM_001099461.2,NC_086019.1,+,164474,175214,10741,6,419.5,2517,5,1644.8
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjb3__P25305.fasta,P25305,Gjb3,gene-Gjb3,Gjb3,gap junction protein%2C beta 3,rna-NM_019240.2,NM_019240.2,NC_086023.1,-,144933692,144939435,5744,2,950.5,1901,1,3843.0
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjb3__P25305.fasta,P25305,Gjb3,gene-Gjb3,Gjb3,gap junction protein%2C beta 3,rna-NM_001411660.1,NM_001411660.1,NC_086023.1,-,144933692,144937766,4075,2,812.0,1624,1,2451.0
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjb4__P36380.fasta,P36380,Gjb4,gene-Gjb4,Gjb4,gap junction protein%2C beta 4,rna-XM_063287084.1,XM_063287084.1,NC_086023.1,-,144948231,144961314,13084,3,517.6666666666666,1553,2,5765.5
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjb4__P36380.fasta,P36380,Gjb4,gene-Gjb4,Gjb4,gap junction protein%2C beta 4,rna-NM_001389258.1,NM_001389258.1,NC_086023.1,-,144960239,144964014,3776,2,730.0,1460,1,2316.0
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjb5__P28232.fasta,P28232,Gjb5,gene-Vom2r5,Vom2r5,vomeronasal 2 receptor%2C 5,rna-XM_017589699.2,XM_017589699.2,NC_086019.1,+,2973745,2982398,8654,5,481.2,2406,4,1562.0
connexin,Rattus norvegicus,project/data/references/connexins/Rattus_norvegicus/Gjb5__P28232.fasta,P28232,Gjb5,gene-Vom2r5,Vom2r5,vomeronasal 2 receptor%2C 5,rna-NM_001099462.1,NM_001099462.1,NC_086019.1,+,2973745,2982398,8654,6,421.5,2529,5,1225.0
